id,year,month,day,hr,min,sec,Lat,Lon,depth,Mw,time_date
1,2010,1,5,7,38,12,32.16,105.24,22,3.4,5/1/2010 7:38
2,2010,1,8,1,1,25,32.42,105.15,23,3.2,8/1/2010 1:01
3,2010,1,16,21,34,20,27.35,102.5,7,3.1,16/1/2010 21:34
4,2010,1,21,2,1,14,31.3,103.39,18,3.6,21/1/2010 2:01
5,2010,1,31,5,36,57,30.28,105.71,5,4.8,31/1/2010 5:36
6,2010,2,11,11,1,18,32.2,104.52,16,3.4,11/2/2010 11:01
7,2010,2,15,14,57,3,32.29,104.88,22,3.4,15/2/2010 14:57
8,2010,2,16,4,34,1,30.82,104.58,24,3,16/2/2010 4:34
9,2010,2,17,12,38,1,30.76,103.37,24,3.8,17/2/2010 12:38
10,2010,2,22,21,32,23,29.36,105.46,30,4.2,22/2/2010 21:32
11,2010,2,27,5,37,31,31.16,103.41,21,4.1,27/2/2010 5:37
12,2010,3,1,14,24,54,32.33,105.04,14,4.2,1/3/2010 14:24
13,2010,3,3,22,35,1,32.86,105.31,7,3.5,3/3/2010 22:35
14,2010,3,5,1,52,16,31.94,104.22,6,3.7,5/3/2010 1:52
15,2010,3,10,14,23,38,32.56,105.27,8,3.2,10/3/2010 14:23
16,2010,3,19,21,33,44,31.3,103.55,19,3.1,19/3/2010 21:33
17,2010,3,23,23,52,20,31.26,103.36,14,4.1,23/3/2010 23:52
18,2010,3,24,0,20,52,31.26,103.36,14,3.2,24/3/2010 0:20
19,2010,3,25,13,18,4,32.51,105.19,24,3.4,25/3/2010 13:18
20,2010,3,29,11,18,57,27.6,97.61,5,3.2,29/3/2010 11:18
21,2010,4,3,22,51,48,27.72,99.94,9,3.1,3/4/2010 22:51
22,2010,4,10,2,57,41,32.35,104.96,22,3.3,10/4/2010 2:57
23,2010,4,10,6,51,15,32.76,105.86,5,3.1,10/4/2010 6:51
24,2010,4,13,16,29,46,29.29,105.6,17,3.6,13/4/2010 16:29
25,2010,4,14,8,59,41,32.77,97.01,8,3.8,14/4/2010 8:59
26,2010,4,25,10,31,18,27.91,103.81,7,3.1,25/4/2010 10:31
27,2010,4,27,6,15,55,31.17,103.44,19,3.5,27/4/2010 6:15
28,2010,4,27,13,21,49,32,104.52,22,3.7,27/4/2010 13:21
29,2010,4,27,15,30,57,32,104.5,20,3.2,27/4/2010 15:30
30,2010,4,28,4,22,27,30.6,101.45,8,5,28/4/2010 4:22
31,2010,4,28,15,12,16,32.52,105.12,20,3.8,28/4/2010 15:12
32,2010,4,29,22,22,36,31.86,104.15,24,3.4,29/4/2010 22:22
33,2010,5,7,2,23,8,31.28,103.53,20,3.2,7/5/2010 2:23
34,2010,5,7,15,3,19,31.28,103.53,19,3.2,7/5/2010 15:03
35,2010,5,8,14,19,38,30.13,103.48,17,3.1,8/5/2010 14:19
36,2010,5,14,6,56,17,28.68,105.69,25,3.1,14/5/2010 6:56
37,2010,5,15,17,6,58,31.83,104.06,24,3.6,15/5/2010 17:06
38,2010,5,16,19,45,13,31.82,104.32,19,3.3,16/5/2010 19:45
39,2010,5,25,14,11,53,31.17,103.49,20,5,25/5/2010 14:11
40,2010,5,26,7,32,45,31.34,103.53,20,3.4,26/5/2010 7:32
41,2010,5,28,11,4,52,31.81,104.12,10,4.4,28/5/2010 11:04
42,2010,5,30,7,5,3,32.54,105.28,20,3.2,30/5/2010 7:05
43,2010,6,22,18,5,12,31.53,103.86,10,3.1,22/6/2010 18:05
44,2010,6,23,12,53,50,32.58,97.42,10,3.1,23/6/2010 12:53
45,2010,6,26,13,19,43,32.64,105.37,16,3.4,26/6/2010 13:19
46,2010,6,27,15,51,29,31.28,103.73,21,3,27/6/2010 15:51
47,2010,6,29,22,13,32,32.33,104.89,24,3.4,29/6/2010 22:13
48,2010,6,30,16,31,40,32.31,104.83,13,4.7,30/6/2010 16:31
49,2010,7,1,22,26,33,32.49,105.03,20,3.1,1/7/2010 22:26
50,2010,7,6,21,3,39,30.87,103.27,19,3.2,6/7/2010 21:03
51,2010,7,11,13,24,34,30.57,104.54,25,3.2,11/7/2010 13:24
52,2010,7,15,5,19,27,36.81,97.52,10,4.1,15/7/2010 5:19
53,2010,7,15,5,41,2,29.29,103.98,21,3.3,15/7/2010 5:41
54,2010,7,15,5,49,14,29.3,103.98,21,3.1,15/7/2010 5:49
55,2010,7,15,6,6,53,29.28,103.97,18,3.3,15/7/2010 6:06
56,2010,7,15,6,53,17,29.27,103.96,17,3.3,15/7/2010 6:53
57,2010,7,15,7,48,11,29.27,103.96,19,4,15/7/2010 7:48
58,2010,7,16,6,13,18,28.41,104.88,17,3.4,16/7/2010 6:13
59,2010,7,17,19,39,35,30.72,103.37,22,3,17/7/2010 19:39
60,2010,7,17,20,0,11,32.06,104.56,19,3.3,17/7/2010 20:00
61,2010,7,27,16,36,29,32.14,104.56,17,3.4,27/7/2010 16:36
62,2010,8,3,3,18,1,32.24,104.88,21,3.7,3/8/2010 3:18
63,2010,8,6,16,10,32,32.58,105.38,19,3.3,6/8/2010 16:10
64,2010,8,8,21,27,16,29.42,106.22,8,3.2,8/8/2010 21:27
65,2010,8,18,9,39,4,32.18,104.64,18,3.8,18/8/2010 9:39
66,2010,8,22,7,22,56,31.74,104.2,20,3,22/8/2010 7:22
67,2010,8,24,5,16,3,32.37,105.18,12,3.1,24/8/2010 5:16
68,2010,8,25,7,17,54,35.51,99.5,4,3.6,25/8/2010 7:17
69,2010,8,29,8,53,26,27.13,103.02,10,4.9,29/8/2010 8:53
70,2010,8,29,9,14,37,30.75,103.31,22,3,29/8/2010 9:14
71,2010,9,1,3,51,42,32,104.47,19,3,1/9/2010 3:51
72,2010,9,5,21,20,14,32.42,105.14,22,3.4,5/9/2010 21:20
73,2010,9,10,21,21,43,29.36,105.43,6,4.5,10/9/2010 21:21
74,2010,9,11,13,6,59,31.07,103.45,17,3.1,11/9/2010 13:06
75,2010,9,12,4,16,14,30.97,103.34,14,3.4,12/9/2010 4:16
76,2010,9,17,8,37,18,31.32,103.39,16,3.9,17/9/2010 8:37
77,2010,9,22,19,19,29,27.13,102.98,8,4.2,22/9/2010 19:19
78,2010,9,30,6,48,19,31.78,103.97,15,3.1,30/9/2010 6:48
79,2010,10,1,12,19,43,32.58,105.34,20,3.2,1/10/2010 12:19
80,2010,10,1,15,42,45,30.96,103.43,19,3.2,1/10/2010 15:42
81,2010,10,6,12,51,1,28.36,104.91,17,4.1,6/10/2010 12:51
82,2010,10,8,7,3,47,31.34,103.49,18,3.8,8/10/2010 7:03
83,2010,10,9,14,48,50,32.95,106.19,8,3.7,9/10/2010 14:48
84,2010,10,10,0,16,8,32.08,104.48,21,3.9,10/10/2010 0:16
85,2010,10,12,1,54,31,32.94,106.22,7,3,12/10/2010 1:54
86,2010,10,14,12,8,57,32.33,104.95,25,3,14/10/2010 12:08
87,2010,10,15,5,1,55,28.68,104.98,21,3.3,15/10/2010 5:01
88,2010,10,18,5,49,38,28.06,104.11,11,4.7,18/10/2010 5:49
89,2010,10,19,21,28,7,31.18,103.33,10,3.2,19/10/2010 21:28
90,2010,10,21,14,19,34,32.78,105.46,7,3.1,21/10/2010 14:19
91,2010,10,21,18,0,28,32.17,104.62,21,4.2,21/10/2010 18:00
92,2010,10,23,19,50,52,32.33,104.76,18,3.6,23/10/2010 19:50
93,2010,10,25,10,55,48,30.86,103.32,15,4.3,25/10/2010 10:55
94,2010,11,1,23,52,39,32.94,106.19,8,3,1/11/2010 23:52
95,2010,11,5,20,44,14,29.31,105.49,7,3.2,5/11/2010 20:44
96,2010,11,5,22,9,51,29.36,105.49,7,3.1,5/11/2010 22:09
97,2010,11,13,17,40,32,32.19,104.68,18,3.3,13/11/2010 17:40
98,2010,11,13,19,38,1,32.54,105.27,22,3.6,13/11/2010 19:38
99,2010,11,15,8,59,47,32.56,105.2,16,4.5,15/11/2010 8:59
100,2010,11,16,2,55,18,32.78,97.25,10,3.3,16/11/2010 2:55
101,2010,11,24,22,34,14,31.65,104.05,20,3.5,24/11/2010 22:34
102,2010,11,30,13,7,6,32.47,103.86,13,3,30/11/2010 13:07
103,2010,12,1,12,49,59,32.4,105.17,15,3.3,1/12/2010 12:49
104,2010,12,3,22,30,55,27.12,102.99,9,4.3,3/12/2010 22:30
105,2010,12,12,13,23,5,28.33,104.92,14,3,12/12/2010 13:23
106,2010,12,15,18,49,47,32.36,105,16,3.3,15/12/2010 18:49
107,2011,1,4,4,23,40,32.25,104.95,22,3.5,4/1/2011 4:23
108,2011,1,13,23,16,23,32.21,104.58,18,3.6,13/1/2011 23:16
109,2011,1,15,14,32,46,27.65,100.9,10,3.6,15/1/2011 14:32
110,2011,1,15,21,22,4,30.95,103.38,16,3.1,15/1/2011 21:22
111,2011,1,16,8,30,16,31.98,104.48,15,4.1,16/1/2011 8:30
112,2011,1,20,11,37,51,29,102.37,20,3.3,20/1/2011 11:37
113,2011,1,23,2,40,6,31.83,104.07,20,3.5,23/1/2011 2:40
114,2011,1,31,20,40,43,27.09,101.94,15,3.2,31/1/2011 20:40
115,2011,2,2,7,15,25,31.26,103.44,18,3,2/2/2011 7:15
116,2011,2,10,17,56,45,30.96,103.44,16,3.1,10/2/2011 17:56
117,2011,2,12,13,44,15,27.14,103.01,12,4.5,12/2/2011 13:44
118,2011,2,13,8,8,55,31.59,103.08,9,3.1,13/2/2011 8:08
119,2011,2,15,9,36,39,31.68,99.52,20,3.2,15/2/2011 9:36
120,2011,2,21,19,37,34,32.39,105.01,17,3.1,21/2/2011 19:37
121,2011,2,23,21,32,11,34.25,103.84,8,4.2,23/2/2011 21:32
122,2011,2,24,5,11,27,35.53,99.48,6,3.6,24/2/2011 5:11
123,2011,2,24,8,21,15,35.52,99.48,6,4,24/2/2011 8:21
124,2011,2,24,9,22,40,35.52,99.5,10,3.2,24/2/2011 9:22
125,2011,3,1,15,13,48,28.22,104.95,17,3.6,1/3/2011 15:13
126,2011,3,3,15,54,29,33.86,101.1,10,4,3/3/2011 15:54
127,2011,3,3,23,8,20,32.43,105.1,18,3.3,3/3/2011 23:08
128,2011,3,6,2,31,2,31.25,103.59,22,3.5,6/3/2011 2:31
129,2011,3,12,8,50,38,31.54,104.16,15,3.4,12/3/2011 8:50
130,2011,3,17,5,42,20,32.75,103.2,14,3.3,17/3/2011 5:42
131,2011,3,17,20,41,49,32.58,105.39,19,3.5,17/3/2011 20:41
132,2011,3,23,8,3,5,31.71,104.01,16,4,23/3/2011 8:03
133,2011,3,25,7,18,16,29.61,103.18,17,3.1,25/3/2011 7:18
134,2011,3,27,7,2,14,34.49,104.75,6,3.2,27/3/2011 7:02
135,2011,3,27,14,34,16,32.35,104.95,10,3,27/3/2011 14:34
136,2011,3,28,1,10,42,31.28,103.39,14,3.7,28/3/2011 1:10
137,2011,3,28,4,18,41,31.02,103.26,19,3.2,28/3/2011 4:18
138,2011,4,1,13,7,11,31.59,104.01,10,4,1/4/2011 13:07
139,2011,4,10,17,2,42,31.28,100.8,10,5.4,10/4/2011 17:02
140,2011,4,13,5,12,57,30.61,103.25,17,3.2,13/4/2011 5:12
141,2011,4,13,5,37,11,32.35,104.93,22,3.2,13/4/2011 5:37
142,2011,4,16,11,36,23,31.15,103.44,17,3.1,16/4/2011 11:36
143,2011,4,19,17,40,44,31.05,103.42,9,3.1,19/4/2011 17:40
144,2011,4,20,1,20,51,28.24,104.88,14,3.8,20/4/2011 1:20
145,2011,4,22,2,43,56,30.89,103.22,20,3.4,22/4/2011 2:43
146,2011,4,29,21,30,56,30.98,103.37,15,3.5,29/4/2011 21:30
147,2011,4,30,8,50,23,28.36,104.91,15,3.3,30/4/2011 8:50
148,2011,5,2,13,48,40,33.74,98.94,10,4.5,2/5/2011 13:48
149,2011,5,5,3,27,52,34.34,100.51,10,3.1,5/5/2011 3:27
150,2011,5,6,18,48,14,31.26,103.59,15,4.1,6/5/2011 18:48
151,2011,5,7,3,32,4,32.33,104.94,27,3.1,7/5/2011 3:32
152,2011,5,7,8,21,11,31.52,103.83,24,3.9,7/5/2011 8:21
153,2011,5,9,16,31,34,33.78,98.94,6,3.1,9/5/2011 16:31
154,2011,5,15,15,5,32,32.59,105.34,17,4.8,15/5/2011 15:05
155,2011,5,21,4,46,29,32.36,104.83,20,3,21/5/2011 4:46
156,2011,5,21,20,28,47,32.75,105.43,22,3.1,21/5/2011 20:28
157,2011,5,27,14,28,51,35.77,103.99,6,3.2,27/5/2011 14:28
158,2011,5,30,12,55,46,32.29,105.01,21,3.1,30/5/2011 12:55
159,2011,6,2,5,16,31,28.34,104.92,11,3.3,2/6/2011 5:16
160,2011,6,5,13,21,45,31.8,104.14,19,4.2,5/6/2011 13:21
161,2011,6,10,5,13,21,34.33,100.81,10,3.2,10/6/2011 5:13
162,2011,6,10,9,20,12,34.34,100.8,10,4.1,10/6/2011 9:20
163,2011,6,14,11,44,17,32.55,105.13,18,3.8,14/6/2011 11:44
164,2011,6,24,21,34,18,29.29,101.09,10,4.2,24/6/2011 21:34
165,2011,6,26,22,0,42,28.36,104.92,13,3.7,26/6/2011 22:00
166,2011,7,25,23,33,35,30,103.14,20,3.5,25/7/2011 23:33
167,2011,7,29,5,59,46,27.76,100.88,6,3.4,29/7/2011 5:59
168,2011,7,30,22,13,6,32.34,105.04,22,3.1,30/7/2011 22:13
169,2011,8,2,18,31,34,27.06,102.7,12,3.1,2/8/2011 18:31
170,2011,8,18,14,16,39,31.5,103.88,15,3.2,18/8/2011 14:16
171,2011,8,26,13,23,24,28.27,104.88,12,3,26/8/2011 13:23
172,2011,8,28,14,23,11,32.58,105.24,23,3.5,28/8/2011 14:23
173,2011,8,29,10,20,10,32.61,105.33,18,3.9,29/8/2011 10:20
174,2011,9,4,8,56,4,30.83,103.38,22,3.3,4/9/2011 8:56
175,2011,9,4,12,13,45,31.27,103.62,21,4.2,4/9/2011 12:13
176,2011,9,18,20,52,43,31.56,102.94,8,3.1,18/9/2011 20:52
177,2011,9,23,3,12,52,32.27,104.98,24,3.7,23/9/2011 3:12
178,2011,9,26,4,37,37,32.16,104.89,21,3.3,26/9/2011 4:37
179,2011,9,26,8,40,11,32.31,101.14,10,3.5,26/9/2011 8:40
180,2011,10,6,2,54,20,29.8,97.54,8,3.8,6/10/2011 2:54
181,2011,10,27,4,1,53,31.03,103.3,20,3.8,27/10/2011 4:01
182,2011,10,27,9,0,19,29.64,103.22,24,3.6,27/10/2011 9:00
183,2011,10,28,9,40,50,32.32,104.76,15,4.3,28/10/2011 9:40
184,2011,11,1,5,58,15,32.6,105.3,6,5.2,1/11/2011 5:58
185,2011,11,2,1,18,3,34.54,104.22,7,4.5,2/11/2011 1:18
186,2011,11,3,1,35,40,34.56,104.22,6,3,3/11/2011 1:35
187,2011,11,6,5,34,32,29.4,105.07,20,4,6/11/2011 5:34
188,2011,11,7,5,57,27,30.16,97.47,28,4.2,7/11/2011 5:57
189,2011,11,7,17,43,38,30.15,97.5,6,3.3,7/11/2011 17:43
190,2011,11,11,21,56,58,31.65,104.05,14,3.1,11/11/2011 21:56
191,2011,11,14,22,10,4,29.37,105.15,20,3.5,14/11/2011 22:10
192,2011,11,14,22,12,38,29.37,105.15,5,3.1,14/11/2011 22:12
193,2011,11,27,21,59,45,31.84,104.19,22,3.3,27/11/2011 21:59
194,2011,12,6,4,37,46,27.37,103.19,5,4,6/12/2011 4:37
195,2011,12,6,22,3,12,31.21,103.45,22,3.8,6/12/2011 22:03
196,2011,12,8,2,3,54,32.6,105.36,20,3.3,8/12/2011 2:03
197,2011,12,12,17,56,15,28.12,101.09,9,3.3,12/12/2011 17:56
198,2011,12,17,13,0,11,32.6,105.42,11,3.1,17/12/2011 13:00
199,2011,12,25,16,11,40,32.73,105.43,7,4.1,25/12/2011 16:11
200,2011,12,26,0,46,51,31.37,103.79,20,4.7,26/12/2011 0:46
201,2011,12,27,2,46,56,36.83,104.89,7,3.1,27/12/2011 2:46
202,2012,1,7,10,34,5,28.67,104.97,19,3.1,7/1/2012 10:34
203,2012,1,9,8,55,57,32.22,104.77,22,3.4,9/1/2012 8:55
204,2012,1,18,9,28,26,31.2,103.48,20,3.1,18/1/2012 9:28
205,2012,2,8,10,34,37,30.96,103.48,19,3.6,8/2/2012 10:34
206,2012,2,21,21,53,26,36.06,100.2,8,3.3,21/2/2012 21:53
207,2012,3,2,8,46,20,31.33,103.68,25,3.2,2/3/2012 8:46
208,2012,3,4,6,44,29,31.82,104.06,23,3.1,4/3/2012 6:44
209,2012,3,5,1,11,45,30.1,101.8,5,4.1,5/3/2012 1:11
210,2012,3,7,12,24,37,32.66,105.39,10,3,7/3/2012 12:24
211,2012,4,5,6,32,48,31.99,103.05,12,3.5,5/4/2012 6:32
212,2012,4,9,18,33,16,30.99,103.18,19,3.5,9/4/2012 18:33
213,2012,4,9,22,45,44,28.39,104.93,12,3.6,9/4/2012 22:45
214,2012,4,15,4,31,21,29.28,100.08,10,4,15/4/2012 4:31
215,2012,4,18,10,19,5,27.02,102.77,16,3,18/4/2012 10:19
216,2012,4,29,10,48,24,32.49,105.1,23,3.2,29/4/2012 10:48
217,2012,5,1,4,39,18,31.75,104.13,17,3.7,1/5/2012 4:39
218,2012,5,5,12,47,12,31.28,103.58,22,3.7,5/5/2012 12:47
219,2012,5,27,19,19,1,31.47,103.95,20,4,27/5/2012 19:19
220,2012,5,28,12,57,38,33.23,100.89,8,3.2,28/5/2012 12:57
221,2012,6,3,18,49,40,35.72,99.86,6,3.6,3/6/2012 18:49
222,2012,6,4,1,16,31,31.28,103.21,17,3.1,4/6/2012 1:16
223,2012,6,11,23,53,58,31.32,103.46,20,3.8,11/6/2012 23:53
224,2012,6,12,21,40,39,28.1,104.28,9,4.5,12/6/2012 21:40
225,2012,6,15,12,19,47,31.28,103.2,16,3.3,15/6/2012 12:19
226,2012,6,15,17,35,21,31.68,104.08,23,3.4,15/6/2012 17:35
227,2012,6,17,11,51,35,30.39,98.31,5,3.1,17/6/2012 11:51
228,2012,6,21,12,34,2,31.73,104.18,20,3.2,21/6/2012 12:34
229,2012,6,24,15,59,33,27.71,100.69,11,5.7,24/6/2012 15:59
230,2012,6,26,14,21,15,27.8,100.68,6,3.3,26/6/2012 14:21
231,2012,6,30,6,22,26,28.13,101.18,11,3.3,30/6/2012 6:22
232,2012,6,30,10,51,2,31.16,103.58,23,3.4,30/6/2012 10:51
233,2012,7,1,17,53,44,30,102.42,17,3.3,1/7/2012 17:53
234,2012,7,2,6,17,59,31.72,103.51,18,4,2/7/2012 6:17
235,2012,7,14,3,18,49,29.35,103.06,18,3.3,14/7/2012 3:18
236,2012,7,14,13,50,25,31.38,103.33,20,3.3,14/7/2012 13:50
237,2012,7,18,4,18,42,29.01,102.25,13,3.7,18/7/2012 4:18
238,2012,7,24,23,50,7,29.08,102.39,21,3.3,24/7/2012 23:50
239,2012,7,28,5,28,13,30.82,103.36,18,3.9,28/7/2012 5:28
240,2012,7,28,13,9,12,28.41,104.84,12,3.5,28/7/2012 13:09
241,2012,7,28,17,2,17,35.3,102.57,7,3.1,28/7/2012 17:02
242,2012,8,1,19,54,35,32.2,104.61,19,3.6,1/8/2012 19:54
243,2012,8,22,19,4,18,27.62,100.1,6,3.1,22/8/2012 19:04
244,2012,8,25,16,52,49,28.39,104.83,6,3.2,25/8/2012 16:52
245,2012,8,27,9,42,23,35.25,99.09,3,3.8,27/8/2012 9:42
246,2012,9,3,7,47,0,31.29,103.51,20,3.2,3/9/2012 7:47
247,2012,9,7,11,19,41,27.51,103.97,14,5.7,7/9/2012 11:19
248,2012,9,7,11,58,0,27.58,104.01,9,4.4,7/9/2012 11:58
249,2012,9,7,12,6,1,27.51,103.98,9,3.2,7/9/2012 12:06
250,2012,9,7,12,16,30,27.56,104.03,14,5.6,7/9/2012 12:16
251,2012,9,7,13,12,46,27.54,104,14,4.4,7/9/2012 13:12
252,2012,9,8,19,47,27,27.56,104,6,3.1,8/9/2012 19:47
253,2012,9,13,5,15,2,27.55,103.99,6,3.1,13/9/2012 5:15
254,2012,9,18,17,37,48,27.5,103.98,10,3.2,18/9/2012 17:37
255,2012,10,2,13,26,57,32.75,105.46,18,3,2/10/2012 13:26
256,2012,10,8,23,5,57,31.42,103.92,25,3.7,8/10/2012 23:05
257,2012,10,17,8,19,43,30.22,101.69,10,3.1,17/10/2012 8:19
258,2012,10,18,7,51,30,32.75,105.61,7,3,18/10/2012 7:51
259,2012,10,18,22,37,34,33.09,99.78,9,3,18/10/2012 22:37
260,2012,10,19,10,44,16,30.14,102.86,26,4.1,19/10/2012 10:44
261,2012,10,21,3,33,36,34.95,103.76,6,3.1,21/10/2012 3:33
262,2012,10,23,10,14,24,30.97,103.65,19,3.4,23/10/2012 10:14
263,2012,10,24,15,47,34,31.29,103.77,22,3.4,24/10/2012 15:47
264,2012,11,10,22,19,33,29.32,105.22,25,4.2,10/11/2012 22:19
265,2012,11,11,6,1,32,29.32,105.23,22,4.3,11/11/2012 6:01
266,2012,11,11,8,59,0,29.31,105.24,12,4.2,11/11/2012 8:59
267,2012,11,15,20,52,18,27.33,100.31,6,3.1,15/11/2012 20:52
268,2012,11,22,12,20,16,29.33,105.23,14,3,22/11/2012 12:20
269,2012,12,1,23,16,44,31.85,104.18,24,4.3,1/12/2012 23:16
270,2012,12,9,23,23,19,27.49,103.98,7,3.1,9/12/2012 23:23
271,2012,12,11,23,25,58,31.27,103.74,21,3.1,11/12/2012 23:25
272,2012,12,13,2,58,25,27.04,102.75,10,4.2,13/12/2012 2:58
273,2012,12,21,23,55,39,32.4,97.95,10,3.7,21/12/2012 23:55
274,2012,12,25,6,3,57,29.32,105.23,14,3.5,25/12/2012 6:03
275,2012,12,28,18,21,39,28.95,106.95,6,3.1,28/12/2012 18:21
276,2013,1,2,15,41,34,31.7,103.19,10,3,2/1/2013 15:41
277,2013,1,5,13,6,13,31.66,104.11,23,3.8,5/1/2013 13:06
278,2013,1,7,7,24,13,31.19,103.45,22,3.2,7/1/2013 7:24
279,2013,1,13,14,49,18,32.25,104.88,15,3.1,13/1/2013 14:49
280,2013,1,18,18,22,3,29.34,105.21,20,3.7,18/1/2013 18:22
281,2013,1,18,20,42,50,30.95,99.4,15,5.5,18/1/2013 20:42
282,2013,1,18,21,17,39,30.96,99.5,12,3.3,18/1/2013 21:17
283,2013,1,23,20,25,29,31.84,104.34,18,3.1,23/1/2013 20:25
284,2013,1,27,13,6,46,31.52,103.26,16,4.2,27/1/2013 13:06
285,2013,2,7,22,57,19,28.05,104.13,10,4.2,7/2/2013 22:57
286,2013,2,13,6,22,43,32.28,101.46,6,3.2,13/2/2013 6:22
287,2013,2,18,14,44,18,32.34,105.04,24,3.5,18/2/2013 14:44
288,2013,2,18,16,14,19,29.94,101.97,6,3.2,18/2/2013 16:14
289,2013,2,19,10,47,0,27.1,103.1,10,4.9,19/2/2013 10:47
290,2013,2,19,15,55,31,28.35,104.84,10,4.5,19/2/2013 15:55
291,2013,2,19,16,25,40,28.3,104.82,8,3.5,19/2/2013 16:25
292,2013,2,19,19,37,33,31.66,104.07,22,3,19/2/2013 19:37
293,2013,2,19,22,17,43,31.21,105.2,20,4.9,19/2/2013 22:17
294,2013,2,23,3,16,14,35.69,99.17,6,3,23/2/2013 3:16
295,2013,2,25,22,8,51,35.71,99.17,4,3,25/2/2013 22:08
296,2013,3,4,6,35,35,35.42,105.27,7,3,4/3/2013 6:35
297,2013,3,4,23,42,17,30.98,103.44,16,3.6,4/3/2013 23:42
298,2013,3,9,20,23,57,31.35,103.5,20,4.2,9/3/2013 20:23
299,2013,3,16,20,45,57,31.9,104.34,25,3.9,16/3/2013 20:45
300,2013,3,24,16,7,56,29.38,105.14,20,3.8,24/3/2013 16:07
301,2013,3,27,0,14,1,29.35,105.4,6,3.1,27/3/2013 0:14
302,2013,4,1,6,21,17,31.7,103.2,13,3.1,1/4/2013 6:21
303,2013,4,8,7,51,28,30.77,103.33,22,3.6,8/4/2013 7:51
304,2013,4,19,6,40,34,31.29,103.5,15,3.1,19/4/2013 6:40
305,2013,4,20,8,2,47,30.3,102.99,17,7,20/4/2013 8:02
306,2013,4,20,8,6,34,30.18,102.88,10,4.2,20/4/2013 8:06
307,2013,4,20,8,7,30,30.32,102.92,10,5,20/4/2013 8:07
308,2013,4,20,8,11,39,30.34,102.88,16,3.5,20/4/2013 8:11
309,2013,4,20,8,14,58,30.26,102.95,18,3.3,20/4/2013 8:14
310,2013,4,20,8,15,34,30.33,102.9,19,3.4,20/4/2013 8:15
311,2013,4,20,8,16,40,30.18,102.88,20,3.2,20/4/2013 8:16
312,2013,4,20,8,19,40,30.27,102.84,15,3.1,20/4/2013 8:19
313,2013,4,20,8,27,25,30.26,102.87,27,3.6,20/4/2013 8:27
314,2013,4,20,8,30,27,30.26,102.84,12,3.6,20/4/2013 8:30
315,2013,4,20,8,31,37,30.39,103.01,12,4,20/4/2013 8:31
316,2013,4,20,8,33,0,30.3,102.91,5,3,20/4/2013 8:33
317,2013,4,20,8,37,13,30.18,102.93,19,4,20/4/2013 8:37
318,2013,4,20,8,39,58,30.35,102.95,16,3.6,20/4/2013 8:39
319,2013,4,20,8,42,35,30.26,102.88,22,3.7,20/4/2013 8:42
320,2013,4,20,8,45,37,30.25,102.88,23,3,20/4/2013 8:45
321,2013,4,20,8,52,22,30.19,102.86,16,3.6,20/4/2013 8:52
322,2013,4,20,8,56,13,30.25,102.9,14,3.1,20/4/2013 8:56
323,2013,4,20,9,2,58,30.28,102.93,15,4.8,20/4/2013 9:02
324,2013,4,20,9,4,22,30.27,102.95,24,3.7,20/4/2013 9:04
325,2013,4,20,9,8,4,30.27,102.87,24,3,20/4/2013 9:08
326,2013,4,20,9,10,54,30.25,102.98,21,3.7,20/4/2013 9:10
327,2013,4,20,9,11,52,30.25,102.83,16,4.7,20/4/2013 9:11
328,2013,4,20,9,15,34,30.29,102.96,16,3.2,20/4/2013 9:15
329,2013,4,20,9,20,11,30.17,102.99,19,4.8,20/4/2013 9:20
330,2013,4,20,9,26,1,30.19,102.95,17,4.6,20/4/2013 9:26
331,2013,4,20,9,37,28,30.28,102.99,15,4.9,20/4/2013 9:37
332,2013,4,20,9,39,35,30.13,102.84,17,4.7,20/4/2013 9:39
333,2013,4,20,10,1,40,30.18,102.91,15,3.5,20/4/2013 10:01
334,2013,4,20,10,12,34,30.32,102.94,19,3.5,20/4/2013 10:12
335,2013,4,20,10,19,4,30.33,102.92,15,4.3,20/4/2013 10:19
336,2013,4,20,10,29,47,30.18,102.81,12,3.6,20/4/2013 10:29
337,2013,4,20,10,38,36,30.25,103.01,17,4.7,20/4/2013 10:38
338,2013,4,20,10,41,12,30.23,102.92,19,3.4,20/4/2013 10:41
339,2013,4,20,10,46,45,30.27,102.95,18,3.1,20/4/2013 10:46
340,2013,4,20,11,4,55,30.34,102.92,7,3,20/4/2013 11:04
341,2013,4,20,11,19,49,30.27,102.86,24,3.3,20/4/2013 11:19
342,2013,4,20,11,29,10,30.18,102.85,18,3.1,20/4/2013 11:29
343,2013,4,20,11,34,16,30.24,102.94,15,5.4,20/4/2013 11:34
344,2013,4,20,11,36,3,30.16,102.96,5,3.5,20/4/2013 11:36
345,2013,4,20,11,36,52,30.2,102.9,23,3.3,20/4/2013 11:36
346,2013,4,20,11,40,22,30.14,102.86,19,3.3,20/4/2013 11:40
347,2013,4,20,11,55,37,30.36,102.95,25,3.4,20/4/2013 11:55
348,2013,4,20,12,38,49,30.36,102.94,27,3,20/4/2013 12:38
349,2013,4,20,13,36,35,30.18,102.87,18,3.2,20/4/2013 13:36
350,2013,4,20,13,39,5,30.3,102.93,23,3.3,20/4/2013 13:39
351,2013,4,20,13,44,1,30.08,102.83,17,3.1,20/4/2013 13:44
